tweet,class
Watch your back—I’m coming for you.,offensive
Let’s try a different approach.,not_offensive
Thanks for your hard work.,not_offensive
You’re a lying snake!,offensive
i hope you get hit by a truck!,offensive
"Kill yourself, you useless trash!",offensive
"Your effort is appreciated, but we need changes.",not_offensive
There’s room for improvement here.,not_offensive
You’re the reason the world is terrible.,offensive
you’re a disgusting pig!,offensive
I’ll destroy your reputation!,offensive
you’re a stain on humanity!,offensive
May God guide your path!,not_offensive
there’s room for improvement here.,not_offensive
i’ll ruin your life.,offensive
faith helps me stay strong.,not_offensive
You’re a brainless zombie!,offensive
god has a plan for everyone!,not_offensive
you’re a coward and a fraud!,offensive
"I respect your opinion, though I don’t share it!",not_offensive
You’re a soulless monster.,offensive
"You’re a vile, disgusting creature!",offensive
you’re a soulless monster!,offensive
You’re a soulless monster!,offensive
let’s find a solution together!,not_offensive
there’s room for improvement here.,not_offensive
"I see your point, but I disagree!",not_offensive
"i respect your opinion, though i don’t share it!",not_offensive
faith gives me hope!,not_offensive
Let’s find a solution together!,not_offensive
you’re doing an amazing job!,not_offensive
i despise everything about you.,offensive
Faith helps me stay strong!,not_offensive
you’re a waste of oxygen.,offensive
"Kill yourself, you useless trash.",offensive
Divine love heals all wounds!,not_offensive
"i’m not a fan, but i understand why you like it!",not_offensive
Watch your back—I’m coming for you.,offensive
i’ll destroy your reputation!,offensive
"kill yourself, you useless trash.",offensive
you’re a brainless zombie!,offensive
There’s room for improvement here!,not_offensive
I’ll keep you in my prayers!,not_offensive
The Lord works in mysterious ways!,not_offensive
I’ll keep you in my prayers!,not_offensive
you’re doing an amazing job!,not_offensive
I wish you were never born!,offensive
Prayer brings peace!,not_offensive
i wish you were never born.,offensive
there’s room for improvement here!,not_offensive
You’re a soulless monster.,offensive
thanks for your hard work!,not_offensive
Let’s find a solution together.,not_offensive
"I see your point, but I disagree.",not_offensive
"i see your point, but i disagree!",not_offensive
you deserve to be beaten to a pulp.,offensive
this could be better with some adjustments.,not_offensive
"you’re a vile, disgusting creature.",offensive
"I see your point, but I disagree!",not_offensive
May God guide your path!,not_offensive
i hope your family suffers too!,offensive
You’re dead to me.,offensive
i trust in god’s wisdom.,not_offensive
i hope you get hit by a truck.,offensive
may god guide your path.,not_offensive
You’re a pathetic excuse for a human!,offensive
The Lord works in mysterious ways!,not_offensive
i despise everything about you.,offensive
"you’re a vile, disgusting creature!",offensive
People like you should be exterminated.,offensive
You’re dead to me.,offensive
you’re a soulless monster.,offensive
"Kill yourself, you useless trash.",offensive
i’ll ruin your life!,offensive
You’re a pathetic excuse for a human!,offensive
I’ll expose all your secrets.,offensive
I hope you get hit by a truck.,offensive
you’re a disgusting pig!,offensive
"i see your point, but i disagree!",not_offensive
Jesus loves all people equally!,not_offensive
you’re a stain on humanity.,offensive
faith gives me hope!,not_offensive
I despise everything about you.,offensive
"Your effort is appreciated, but we need changes!",not_offensive
you’re a soulless monster.,offensive
I’ll make sure you regret this!,offensive
god’s love is unconditional.,not_offensive
"this doesn’t work for me, but others might like it!",not_offensive
you’re a soulless monster!,offensive
God bless you and your family.,not_offensive
"Kill yourself, you useless trash!",offensive
You’re the reason the world is terrible!,offensive
I hope you get hit by a truck.,offensive
God’s love is unconditional.,not_offensive
May Jesus bless your journey!,not_offensive
God bless you and your family!,not_offensive
you’re a lying snake!,offensive
You’re a waste of oxygen!,offensive
You’re a pathetic excuse for a human.,offensive
you’re a stain on humanity!,offensive
I despise everything about you.,offensive
i despise everything about you!,offensive
You’re a brainless zombie!,offensive
You’re a worthless failure.,offensive
You deserve to be beaten to a pulp!,offensive
You’re a soulless monster!,offensive
Jesus loves all people equally!,not_offensive
"This isn’t my preference, but it’s okay!",not_offensive
Faith gives me hope.,not_offensive
People like you should be exterminated.,offensive
you’re a coward and a fraud!,offensive
you’re a subhuman piece of filth.,offensive
Let’s find a solution together.,not_offensive
"i respect your opinion, though i don’t share it.",not_offensive
You’re doing an amazing job!,not_offensive
May Jesus bless your journey.,not_offensive
"you’re a vile, disgusting creature!",offensive
i hope you suffer forever.,offensive
i hope you suffer forever.,offensive
You’re a waste of oxygen!,offensive
Faith gives me hope!,not_offensive
Prayer brings peace.,not_offensive
you’re a stain on humanity!,offensive
"kill yourself, you useless trash!",offensive
You’re a lying snake.,offensive
God bless you and your family!,not_offensive
Prayer brings peace!,not_offensive
i’ll destroy your reputation!,offensive
You deserve to be beaten to a pulp!,offensive
faith helps me stay strong.,not_offensive
god’s love is unconditional.,not_offensive
You’re a coward and a fraud!,offensive
people like you should be exterminated!,offensive
You’re a pathetic excuse for a human.,offensive
The sunset looks beautiful today!,not_offensive
i’ll make sure you regret this!,offensive
i’ll pray for your success!,not_offensive
You deserve to be beaten to a pulp!,offensive
God bless you and your family!,not_offensive
"This doesn’t work for me, but others might like it!",not_offensive
i’ll destroy your reputation.,offensive
god’s mercy is endless!,not_offensive
"I’m not a fan, but I understand why you like it.",not_offensive
"Kill yourself, you useless trash.",offensive
you’re dead to me.,offensive
People like you should be exterminated.,offensive
god bless you and your family.,not_offensive
i hope your family suffers too.,offensive
"your effort is appreciated, but we need changes!",not_offensive
watch your back—i’m coming for you!,offensive
"I see your point, but I disagree.",not_offensive
"You’re a vile, disgusting creature!",offensive
you’re a soulless monster.,offensive
Prayer brings peace!,not_offensive
"I’m not a fan, but I understand why you like it!",not_offensive
Let’s find a solution together!,not_offensive
The Lord works in mysterious ways.,not_offensive
i’ll make sure you regret this!,offensive
"Your effort is appreciated, but we need changes!",not_offensive
Thanks for your hard work.,not_offensive
"Kill yourself, you useless trash!",offensive
There’s room for improvement here!,not_offensive
i’ll make you wish you were never born!,offensive
I hope you suffer forever.,offensive
i’ll make you wish you were never born.,offensive
I wish you were never born!,offensive
You’re a blight on society.,offensive
"you’re a vile, disgusting creature.",offensive
You’re the worst person I’ve ever met.,offensive
the sunset looks beautiful today.,not_offensive
Let’s find a solution together.,not_offensive
people like you should be exterminated!,offensive
I’ll pray for your success!,not_offensive
God’s love is unconditional.,not_offensive
Prayer brings peace!,not_offensive
You’re the reason the world is terrible.,offensive
may god guide your path.,not_offensive
"i respect your opinion, though i don’t share it.",not_offensive
watch your back—i’m coming for you.,offensive
you’re a blight on society.,offensive
the lord works in mysterious ways.,not_offensive
you’re a coward and a fraud!,offensive
you’re a worthless failure.,offensive
"this isn’t my preference, but it’s okay.",not_offensive
let’s try a different approach!,not_offensive
"i see your point, but i disagree.",not_offensive
you’re a subhuman piece of filth.,offensive
this could be better with some adjustments.,not_offensive
I despise everything about you.,offensive
I hope you get hit by a truck.,offensive
Jesus loves all people equally.,not_offensive
the sunset looks beautiful today!,not_offensive
there’s room for improvement here.,not_offensive
